gene_symbol_DLV,gene_symbol_original,gene_name,aeid,aenm,signal_direction,analysis_direction,assay_component_endpoint_desc,gene_direction
MAPKAPK5,MAPKAPK5,mitogen-activated protein kinase-activated protein kinase 5,481,NVS_ENZ_hMAPKAPK5,loss,positive,"Data from the assay component NVS_ENZ_hMAPKAPK5 was analyzed into 2 assay endpoints. This assay endpoint, NVS_ENZ_hMAPKAPK5, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of enzyme reporter, loss-of-signal activity can be used to understand changes in the enzymatic activity as they relate to the gene MAPKAPK5. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a enzymatic activity function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""kinase"" intended target family, where the subfamily is ""serine/threonine kinase"".",inhibition
MAPKAPK5,MAPKAPK5,mitogen-activated protein kinase-activated protein kinase 5,482,NVS_ENZ_hMAPKAPK5_Activator,gain,negative,"Data from the assay component NVS_ENZ_hMAPKAPK5 was analyzed into 2 assay endpoints. This assay endpoint, NVS_ENZ_hMAPKAPK5_Activator, was analyzed in the negative fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of enzyme reporter, gain-of-signal activity can be used to understand changes in the enzymatic activity as they relate to the gene MAPKAPK5. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a enzymatic activity function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""kinase"" intended target family, where the subfamily is ""serine/threonine kinase"". Assay was not developed or optimized to detect gain of signal. Use data with caution.",Activation
MARK1,MARK1,MAP/microtubule affinity-regulating kinase 1,483,NVS_ENZ_hMARK1,loss,positive,"Data from the assay component NVS_ENZ_hMARK1 was analyzed into 2 assay endpoints. This assay endpoint, NVS_ENZ_hMARK1, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of enzyme reporter, loss-of-signal activity can be used to understand changes in the enzymatic activity as they relate to the gene MARK1. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a enzymatic activity function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""kinase"" intended target family, where the subfamily is ""serine/threonine kinase"".",inhibition
MARK1,MARK1,MAP/microtubule affinity-regulating kinase 1,484,NVS_ENZ_hMARK1_Activator,gain,negative,"Data from the assay component NVS_ENZ_hMARK1 was analyzed into 2 assay endpoints. This assay endpoint, NVS_ENZ_hMARK1_Activator, was analyzed in the negative fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of enzyme reporter, gain-of-signal activity can be used to understand changes in the enzymatic activity as they relate to the gene MARK1. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a enzymatic activity function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""kinase"" intended target family, where the subfamily is ""serine/threonine kinase"". Assay was not developed or optimized to detect gain of signal. Use data with caution.",Activation
MET,MET,"MET proto-oncogene, receptor tyrosine kinase",485,NVS_ENZ_hMet,loss,positive,"Data from the assay component NVS_ENZ_hMet was analyzed into 2 assay endpoints. This assay endpoint, NVS_ENZ_hMet, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of enzyme reporter, loss-of-signal activity can be used to understand changes in the enzymatic activity as they relate to the gene MET. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a enzymatic activity function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""kinase"" intended target family, where the subfamily is ""receptor tyrosine kinase"".",inhibition
MET,MET,"MET proto-oncogene, receptor tyrosine kinase",486,NVS_ENZ_hMet_Activator,gain,negative,"Data from the assay component NVS_ENZ_hMet was analyzed into 2 assay endpoints. This assay endpoint, NVS_ENZ_hMet_Activator, was analyzed in the negative fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of enzyme reporter, gain-of-signal activity can be used to understand changes in the enzymatic activity as they relate to the gene MET. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a enzymatic activity function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""kinase"" intended target family, where the subfamily is ""receptor tyrosine kinase"". Assay was not developed or optimized to detect gain of signal. Use data with caution.",Activation
MMP1,MMP1,matrix metallopeptidase 1 (interstitial collagenase),487,NVS_ENZ_hMMP1,loss,positive,"Data from the assay component NVS_ENZ_hMMP1 was analyzed into 2 assay endpoints. This assay endpoint, NVS_ENZ_hMMP1, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of enzyme reporter, loss-of-signal activity can be used to understand changes in the enzymatic activity as they relate to the gene MMP1. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a enzymatic activity function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""protease"" intended target family, where the subfamily is ""matrix metalloproteinase"".",inhibition
MMP1,MMP1,matrix metallopeptidase 1 (interstitial collagenase),488,NVS_ENZ_hMMP1_Activator,gain,negative,"Data from the assay component NVS_ENZ_hMMP1 was analyzed into 2 assay endpoints. This assay endpoint, NVS_ENZ_hMMP1_Activator, was analyzed in the negative fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of enzyme reporter, gain-of-signal activity can be used to understand changes in the enzymatic activity as they relate to the gene MMP1. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a enzymatic activity function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""protease"" intended target family, where the subfamily is ""matrix metalloproteinase"". Assay was not developed or optimized to detect gain of signal. Use data with caution.",Activation
MMP13,MMP13,matrix metallopeptidase 13 (collagenase 3),489,NVS_ENZ_hMMP13,loss,positive,"Data from the assay component NVS_ENZ_hMMP13 was analyzed into 2 assay endpoints. This assay endpoint, NVS_ENZ_hMMP13, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of enzyme reporter, loss-of-signal activity can be used to understand changes in the enzymatic activity as they relate to the gene MMP13. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a enzymatic activity function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""protease"" intended target family, where the subfamily is ""matrix metalloproteinase"".",inhibition
MMP13,MMP13,matrix metallopeptidase 13 (collagenase 3),490,NVS_ENZ_hMMP13_Activator,gain,negative,"Data from the assay component NVS_ENZ_hMMP13 was analyzed into 2 assay endpoints. This assay endpoint, NVS_ENZ_hMMP13_Activator, was analyzed in the negative fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of enzyme reporter, gain-of-signal activity can be used to understand changes in the enzymatic activity as they relate to the gene MMP13. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a enzymatic activity function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""protease"" intended target family, where the subfamily is ""matrix metalloproteinase"". Assay was not developed or optimized to detect gain of signal. Use data with caution.",Activation
